YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
1818,2,20,18,15,0,4,1,0,6,ITALY,0,EASTERN SICILY,37.6,15.133,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,0,0,0,0,0,0,0,0,0
1818,2,23,18,10,0,2,1,0,5.6,ITALY,0,LIGURIA-COTE D'AZUR,43.917,8.033,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,3,18,0,0,0,3,3,0,7,INDONESIA,0,"BENGKULU, SUMATRA",-4,101.5,60,0,0,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1818,11,8,0,0,0,2,1,600,8.5,INDONESIA,0,BALI SEA,-7,117,60,3.5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1818,12,9,0,0,0,2,1,0,0,ITALY,0,GENOA,44.75,10.4,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,1,8,11,30,0,2,1,0,0,ITALY,0,GENOA,43.7,8,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,4,12,3,0,0,4,1,0,8.5,CHILE,0,NORTHERN CHILE,-27,-71.5,89,4,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,3,0,3,0,0
1819,6,16,0,0,0,3,1,0,7.7,INDIA,0,KUTCH,23,71,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1543,4,0,0,0,0,0,4,1547,4,0,0
1819,8,31,0,0,0,3,1,0,5.8,NORWAY,0,NORWAY:  RANA REGION: LUROY,66.416,12.85,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,0,0,0,0,0,2,6,0,0,USA TERRITORY,MP,"ASUNCION ISLAND, N. MARIANA ISLANDS",19.67,145.4,81,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,3,1,0,0,0,2,6,0,0,USA,AK,"E. ALEUTIAN ISLANDS, AK",54.52,-164.65,87,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,3,17,0,0,0,-1,1,0,6.6,GREECE,0,ISLAND OF LEVKAS,38.8,20.8,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,5,4,0,0,0,4,1,0,7.6,MEXICO,0,S. MEXICO,17.2,-99.6,88,4,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1820,7,23,0,0,0,2,0,0,0,ITALY,0,GENOA,0,0,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,12,29,0,0,0,2,1,0,6.9,GREECE,0,ISLAND OF ZAKYNTHOS,37.75,21.25,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,79,2,0,0
1820,12,29,0,0,0,4,1,80,7.5,INDONESIA,0,FLORES SEA,-7,119,60,25,0,4,3.5,0,500,3,0,0,0,0,0,2,0,3,0,0,500,3,0,0,0,0,0,2,0,3,0,0
1820,0,0,0,0,0,2,1,0,6.2,CONGO,0,GOLD COAST,-4.5,11.6,77,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
1821,1,6,0,0,0,4,1,0,6.5,GREECE,0,IONIAN SEA,37.8,21.3,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,4,10,0,0,0,1,0,0,0,COSTA RICA,0,LA MATINA,10.1,-83.3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,5,0,0,0,0,2,1,0,0,UK TERRITORY,0,ST HELENA,-15.95,-5.7,70,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0
1821,9,3,0,0,0,1,9,0,0,USA,VA,"ASSATEAGUE ISLAND, VA",38.083,-75.208,75,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,0,0,0,0,0,-1,0,0,0,INDONESIA,0,FLORES SEA: BIMA,-8.456,118.723,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,3,20,0,0,0,1,1,0,0,LEBANON,0,BEIRUT,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,4,10,0,0,0,1,1,0,0,ITALY,0,CALABRIAN ARC,37.45,14.25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,5,7,0,0,0,2,1,0,7.6,COSTA RICA,0,MATINA,10.1,-83.3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,8,13,20,0,0,2,1,0,7.1,TURKEY,0,ANTIOCHIA,36,36,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,4,0,0,0,0,0,4,0,0,0,0
1822,11,20,2,30,0,4,1,0,8.5,CHILE,0,CENTRAL CHILE,-33,-72,89,3.6,0,1.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,0,0,200,3,0,4,0,3,0,3
1823,3,5,17,37,0,2,1,0,0,ITALY,0,PALERMO,38.3,14.8,50,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,5,30,0,0,0,0,1,0,0,USA,NY,LAKE ERIE,42.7,-79,75,2.74,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,8,20,0,0,0,2,1,0,0,CROATIA,0,DUBROVNIK,0,0,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,9,9,0,0,0,2,1,150,6.8,INDONESIA,0,JAVA,-6.5,108.5,60,0.3,0,0,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,10,0,0,0,0,-1,1,0,0,CROATIA,0,ADRIATIC SEA,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,11,30,0,0,0,4,1,0,0,MARTINIQUE (FRENCH TERRITORY),0,SAINT PIERRE,14.4,-61,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,9,13,0,0,0,-1,9,0,0,GUADELOUPE (FRENCH TERRITORY),0,BASSE TERRE,16.7,-62.2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,10,26,0,0,0,1,1,0,0,PHILIPPINES,0,W. LUZON ISLAND,14.25,121.25,84,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0
1824,11,30,0,0,0,2,1,0,0,MARTINIQUE (FRENCH TERRITORY),0,SAINT PIERRE,14.4,-61,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,1,3,0,0,0,1,0,0,0,DENMARK,0,DENMARK,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,1,19,11,45,0,1,1,0,6.8,GREECE,0,IONIAN SEA,38.8,20.7,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,0,0,0,0,0,3,0,3,0,0
1825,2,26,0,0,0,1,1,0,6.3,COLOMBIA,0,SANTA MARTA,11.1,-74.1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,3,21,0,0,0,-1,6,0,0,USA,AK,"UNIMAK ISLAND, AK",54.77,-164.18,87,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,4,0,0,0,0,2,1,0,0,USA TERRITORY,GU,"GUAM, MARIANA ISLANDS",14,143.3,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1825,9,21,1,45,0,2,1,0,0,TRINIDAD AND TOBAGO,0,PORT-OF-SPAIN,10.4,-61.3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,1,0,0,0,0,3,1,0,0,JAPAN,0,CHICHI JIMA,27.07,142.21,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1826,3,18,0,20,0,2,1,0,0,ITALY,0,SENIGALLIA,43.8,13,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,10,22,0,0,0,-1,6,0,0,USA,AK,"UNIMAK ISLAND, AK",55,-165,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,0,0,0,0,0,3,1,0,0,NEW ZEALAND,0,DUSKY SOUND,-45.78,166.48,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,1,18,0,0,0,1,9,0,0,USA,CA,N. CALIFORNIA,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,8,8,0,0,0,-1,4,0,0,USA,AK,"ALASKA PENINSULA, AK",0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,8,9,0,0,0,3,4,0,0,RUSSIA,0,KAMCHATKA,53,158.5,86,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1827,11,16,22,45,0,-1,1,0,7,ECUADOR,0,ECUADOR,-1.8,-76.4,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,0,0,0,0,0,-1,6,0,0,USA,AK,"E. ALEUTIAN ISLANDS, AK",0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,3,30,12,35,0,-1,1,0,8.3,PERU,0,CENTRAL PERU,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,5,26,0,0,0,4,1,0,6.4,JAPAN,0,AMAKUSA SEA,32.6,129.9,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,10,9,13,11,0,2,1,0,0,ITALY,0,GENOA,44.8,9.2,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,11,9,10,30,0,1,1,0,7.5,PHILIPPINES,0,W. LUZON ISLAND,14.55,120.9,84,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1828,12,18,0,0,0,-1,1,0,6.9,JAPAN,0,NW. HONSHU ISLAND,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443,4,0,0,0,0,0,4,11750,4,0,0
1828,12,29,0,0,0,-1,1,0,0,INDONESIA,0,FLORES SEA,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,5,23,0,0,0,2,1,0,7.3,TURKEY,0,CONSTANTINOPLE,41.1,24.3,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,9,26,0,0,0,-1,1,0,0,CHILE,0,SC. CHILE,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,1,10,0,0,0,1,0,0,0,HOLLAND,0,HOLLAND,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,1,18,9,15,0,0,1,0,0,PHILIPPINES,0,W. LUZON ISLAND,14.55,120.9,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0
1830,9,16,0,0,0,0,1,0,0,PHILIPPINES,0,W. LUZON ISLAND,14.55,120.9,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,5,26,11,30,0,2,1,0,0,ITALY,0,SAN REMO,43.8,7.8,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,7,2,0,0,0,2,1,0,0,ITALY,0,SCIACCA,37.05,12.3,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,12,3,23,40,0,1,1,0,0,TRINIDAD AND TOBAGO,0,TRINIDAD & ST. CHRISTOPHER,12.4,-61.5,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,0,0,0,0,0,3,1,0,0,NEW ZEALAND,0,"POVERTY BAY, NORTH ISLAND",-38.7,178,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,3,8,1,15,0,2,1,0,0,ITALY,0,CUTRO,39,17,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,0,0,0,0,0,0,0,0,0,0
1833,1,19,0,0,0,2,1,0,6.4,ALBANIA,0,ALBANIA,40.4,19.9,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1833,3,10,0,0,0,3,1,0,0,MEXICO,0,S. MEXICO,16.8,-99.9,88,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,9,6,0,0,0,0,1,0,8,CHINA,0,YUNNAN PROVINCE,25.2,103,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6700,4,0,0,0,0,0,4,87620,4,0,0
1833,11,24,0,0,0,4,1,75,8.3,INDONESIA,0,SW. SUMATRA,-2.5,100.5,60,0,0,0,2.5,0,0,1,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,2,0,1,0,1
1833,12,7,0,0,0,4,1,0,7.4,JAPAN,0,NW. HONSHU ISLAND,38.9,139.15,85,9,0,2.5,2.5,0,50,1,0,0,0,0,0,3,600,3,0,0,85,2,0,0,0,0,0,3,1140,4,1790,4
1834,2,9,1,0,0,4,1,0,6.4,JAPAN,0,W. HOKKAIDO ISLAND,43.3,141.4,85,0,0,2,1,0,0,0,0,0,0,0,0,1,50,1,0,0,0,0,0,0,0,0,0,1,73,2,0,0
1834,3,14,0,0,0,1,1,0,7,MEXICO,0,S. MEXICO,16.8,-99.9,88,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1835,2,20,16,22,0,4,1,0,8.2,CHILE,0,CENTRAL CHILE,-36.83,-73.03,89,24,0,4,3,0,3,1,0,0,0,0,0,2,0,3,0,3,53,2,30,1,500,3,0,4,0,3,0,3
1835,7,12,0,0,0,2,0,0,0,GREECE,0,IONIAN ISLANDS,0,0,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,7,20,0,0,0,4,1,0,7.6,JAPAN,0,SANRIKU,37.9,141.9,85,5,0,2.3,2,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0
1835,8,19,0,0,0,-1,1,0,0,JAPAN,0,"MIYAGI, JAPAN",0,0,85,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,1,21,0,0,0,1,0,0,0,AUSTRALIA,0,TASMANIA,-43.3,148.9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,3,5,0,0,0,2,1,0,0,INDONESIA,0,FLORES SEA,-8.3,118.7,60,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,4,24,16,15,0,3,1,0,0,ITALY,0,ROSSANO,39.6,16.6,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,589,3,0,0,0,0,0,0,0,0,0,0
1836,7,3,0,0,0,2,1,0,7.5,CHILE,0,NORTHERN CHILE,-22.6,-70.3,89,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,9,5,0,0,0,-1,1,0,5.9,JAPAN,0,SANRIKU,37.7,142,85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,11,28,0,0,0,2,1,0,7.5,INDONESIA,0,FLORES SEA,-8.3,118.7,60,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
1837,1,1,1,0,0,3,1,0,0,ISRAEL,0,ISRAEL and SYRIAN COASTS,33,35.5,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,8,1,0,0,0,1,0,0,0,NETHERLANDS,0,VLISSINGEN,51.44,3.57,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,8,2,0,0,0,-1,9,0,0,USA TERRITORY,VI,VIRGIN ISLANDS,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,8,9,0,0,0,2,1,0,6.5,MEXICO,0,ACAPULCO,16.86,-99.88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,9,29,0,0,0,2,1,100,7.3,INDONESIA,0,BANDA ACEH,5.5,96,60,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1837,10,18,0,0,0,2,1,0,7,MEXICO,0,MEXICO CITY,19.45,-99.15,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,10,0,0,0,0,2,0,0,0,"MICRONESIA, FED. STATES OF",0,CAROLINE ISLANDS,7.5,146.5,81,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1837,11,7,12,51,0,4,1,0,8.5,CHILE,0,SOUTHERN CHILE,-42.5,-74,89,6,0,3,3,0,16,1,0,0,0,0,0,2,0,3,0,0,16,1,0,0,0,0,0,3,0,3,0,0
1838,5,7,0,0,0,2,1,0,0,CHILE,0,CENTRAL CHILE,-36.7,-73.1,89,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,8,10,20,30,0,2,1,0,0,CROATIA,0,RIJEKA,45.3,14.5,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,2,12,0,0,0,1,4,0,0,CHILE,0,CENTRAL CHILE,-33.62,-76.83,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,3,0,0,0,0,1,1,0,0,USA,HI,HAWAII,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,5,1,0,0,0,1,1,0,7.3,JAPAN,0,SE. HOKKAIDO ISLAND,42.5,145,85,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,0,0,0,0,0,3,0,0,0,NEW ZEALAND,0,"WAIKAWA, SOUTHLAND",-46.627,169.126,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,1,4,0,0,0,2,1,150,7,INDONESIA,0,JAVA,-8,110.5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
1840,1,16,0,0,0,-1,9,0,0,USA,CA,S. CALIFORNIA,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,1,28,8,0,0,1,1,40,0,PERU,0,CENTRAL PERU,-12.3,-77.3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,2,14,0,0,0,2,1,0,0,INDONESIA,0,N. MOLUCCAS ISLANDS,0.8,127.325,83,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1840,3,22,0,0,0,1,1,0,6.5,PHILIPPINES,0,PHILIPPINE SEA,12.9,123.9,84,0,0,1,1,0,35,1,0,0,0,0,0,1,0,0,0,0,52,2,0,0,200,3,0,3,0,3,0,0
1840,7,28,0,0,0,0,1,0,0,NEW ZEALAND,0,WHITIANGA,-36.836,175.692,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,8,0,0,0,0,2,0,0,0,NEW ZEALAND,0,EAST CAPE,-37.61,178.35,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,11,11,0,0,0,0,1,0,5.2,USA,PA,"PHILADELPHIA, PENNSYLVANIA",39.8,-75.2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,-1,1,0,0,USA,HI,HAWAII,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,5,17,21,30,0,4,1,30,8.4,RUSSIA,0,KAMCHATKA,52,158,86,15,0,3.9,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1841,11,26,0,0,0,3,1,0,0,INDONESIA,0,MOLUCCAS ISLANDS,-5,130,83,3,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,12,16,0,0,0,3,1,0,6,INDONESIA,0,BANDA SEA,-4,127.5,83,1.5,0,1,1.5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0
1841,0,0,0,0,0,1,0,0,0,PERU,0,PERU,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,5,7,21,0,0,4,1,0,8.1,HAITI,0,CAP-HAITIAN,19.75,-72.2,74,5,0,4.2,0,0,300,3,0,0,0,0,0,3,0,3,0,0,5300,4,0,0,0,0,0,4,0,4,0,0
1842,11,1,0,0,0,2,1,0,0,CANADA,0,ST. LAWRENCE,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,11,11,0,0,0,1,1,0,6,BANGLADESH,0,BAY OF BENGAL:  NORTHERN END,24,89.25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1843,1,5,0,0,0,4,1,70,7.3,INDONESIA,0,SW. SUMATRA,1.5,98,60,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0
1843,2,7,0,0,0,1,1,0,6,INDONESIA,0,BALI SEA,-7.2,114,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,2,8,14,50,0,4,1,33,8.3,GUADELOUPE (FRENCH TERRITORY),0,POINTE-A-PITRE,16.5,-62.2,74,1.2,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,4,0,0,0,0,0,4,0,0,0,0
1843,2,17,0,0,0,1,6,0,0,GUADELOUPE (FRENCH TERRITORY),0,MARIE-GALANTE ISLAND,15.933,-61.267,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,4,25,0,0,0,4,1,0,8.4,JAPAN,0,SE. HOKKAIDO ISLAND,42,146,85,4.5,0,2.2,2.5,0,45,1,0,0,0,0,0,2,75,2,0,0,45,1,0,0,0,0,0,2,75,2,0,0
1843,7,5,0,0,0,0,0,0,0,UK,0,"CORNWALL, ENGLAND",0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,7,8,5,5,0,2,1,0,7.5,NEW ZEALAND,0,NEW ZEALAND,-39.9,175,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,9,14,10,30,0,2,1,0,6.5,CROATIA,0,DUBROVNIK,42.6,18.1,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
