YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,EVENT_VALIDITY,CAUSE_CODE,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,MAXIMUM_WATER_HEIGHT,ABE,IIDA,SOLOVIEV,WARNING_STATUS,DEATHS,DEATHS_DESCRIPTION,MISSING,MISSING_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,TOTAL_DEATHS,TOTAL_DEATHS_DESCRIPTION,TOTAL_MISSING,TOTAL_MISSING_DESCRIPTION,TOTAL_INJURIES,TOTAL_INJURIES_DESCRIPTION,TOTAL_DAMAGE_MILLIONS_DOLLARS,TOTAL_DAMAGE_DESCRIPTION,TOTAL_HOUSES_DESTROYED,TOTAL_HOUSES_DESTROYED_DESCRIPTION,TOTAL_HOUSES_DAMAGED,TOTAL_HOUSES_DAMAGED_DESCRIPTION
1957,11,0,0,0,0,2,0,0,0,SOLOMON ISLANDS,0,"MALAITA ISLAND, SOLOMON ISLANDS",-8.57,160.72,82,2.7,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,1,19,14,7,27,4,1,60,7.6,ECUADOR,0,COLOMBIA-ECUADOR,1.5,-79.5,89,0,0,0,2,0,4,1,0,0,0,0,0,1,0,1,0,0,115,3,0,0,46,1,0,2,0,2,0,0
1958,2,7,23,23,36,0,1,0,6.2,CHINA,0,SICHUAN PROVINCE,31.5,105,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,4,9,0,0,0,-1,1,0,0,PERU,0,PERU,0,0,89,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,4,21,22,37,46,2,1,200,6.5,INDONESIA,0,"BENGKULU, SUMATRA",-4.5,104,60,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,7,10,6,15,59.9,4,3,35,7.8,USA,AK,"SE. ALASKA, AK",58.37,-136.665,87,524.6,0,4.6,5,0,5,1,0,0,0,0,0.1,1,0,1,0,0,5,1,0,0,0,0,0.1,1,0,1,0,0
1958,9,17,12,24,0,2,1,40,5,RUSSIA,0,N. KURIL ISLANDS,48.6,156.1,86,0.23,0,-2.3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,10,7,10,0,0,1,6,0,0,VANUATU,0,KUWAE VOLCANO,-16.829,168.536,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,11,4,22,54,46,1,1,0,6.1,PACIFIC OCEAN,0,EAST PACIFIC RISE,-50,-115,89,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,11,6,22,58,8.6,4,1,40,8.3,RUSSIA,0,S. KURIL ISLANDS,44.53,148.54,86,5,0,2,2.5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1958,11,12,20,23,0,2,1,29,7,RUSSIA,0,S. KURIL ISLANDS,44.2,148.8,86,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,1,22,5,10,0,4,1,40,6.8,JAPAN,0,SANRIKU,37.5,142.2,85,0.8,0,-0.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,2,7,9,36,51,1,1,19,7.4,PERU,0,N. PERU,-4,-81.5,89,0.4,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1959,2,23,0,0,0,1,0,0,0,GREECE,0,"GRECIAN ARCHIPELAGO, CRETE",40.63,22.97,50,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,4,9,12,24,20,2,1,40,5,RUSSIA,0,S. KURIL ISLANDS,44.3,149,86,0.1,0,-3.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,5,4,7,15,42,4,1,60,8.2,RUSSIA,0,KAMCHATKA,52.5,159.5,86,0.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,5,7,0,0,0,4,8,0,0,NORWAY,0,NORTHERN NORWAY,69.817,20.917,73,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,8,17,21,4,40,4,1,33,7.3,SOLOMON ISLANDS,0,SOLOMON ISLANDS,-7.5,156,82,1,0,1.3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1959,8,18,6,37,13.5,0,3,5,7.5,USA,MT,"HEGBEN LAKE, MONTANA",44.712,-111.215,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,11,3,0,0,0,0
1959,10,26,7,35,0,4,1,10,6.7,JAPAN,0,SANRIKU,37.5,143.2,85,0.11,0,-3.3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,1,13,15,40,34,1,1,160,7.8,PERU,0,S. PERU,-15.75,-72.75,89,5.7,0,2.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1960,2,29,23,40,12,1,1,0,6.8,MOROCCO,0,MOROCCO,30.5,-9.5,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13100,4,0,0,25000,4,120,4,0,3,0,0
1960,3,20,17,7,30,4,1,20,7.5,JAPAN,0,SANRIKU,39.8,143.4,85,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1960,3,23,0,23,0,4,1,20,6.7,JAPAN,0,SANRIKU,39.4,143.7,85,0.75,0,-1,-2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,5,21,10,2,50,4,1,35,8.2,CHILE,0,CENTRAL CHILE,-37.872,-73.243,89,0.3,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0
1960,5,22,19,11,17,4,1,33,9.5,CHILE,0,SOUTHERN CHILE,-38.143,-73.407,89,25,0,4.6,4,0,2223,4,3000,4,0,0,1000,4,58622,4,0,0,2223,4,0,0,3000,4,1000,4,58622,4,0,0
1960,5,24,0,0,0,-1,0,0,6.7,CHILE,0,SOUTHERN CHILE,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,6,11,15,14,9,3,1,33,6.6,PAPUA NEW GUINEA,0,SOLOMON SEA,-9.4,152.3,82,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,7,29,17,31,45,4,1,30,6.7,JAPAN,0,SANRIKU,40.3,142.5,85,0.3,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,11,1,8,45,59,1,1,55,7.4,CHILE,0,SOUTHERN CHILE,-38.5,-75.1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,11,20,22,1,56.4,3,1,93,6.8,PERU,0,N. PERU,-6.8,-80.7,89,9,0,3.2,4,0,66,2,2,1,0,0,0.55,1,0,0,0,0,66,2,0,0,2,1,0.55,1,0,0,0,0
1961,1,16,7,20,0,4,1,40,6.8,JAPAN,0,"KASHIMA, JAPAN",36,142.3,85,0.4,0,-1.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,1,16,11,19,0,4,1,20,6.4,JAPAN,0,"KASHIMA, JAPAN",36,141.9,85,0.4,0,-1.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,1,16,12,12,0,4,1,20,6.5,JAPAN,0,"KASHIMA, JAPAN",36.2,141.9,85,0.4,0,-1.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,2,12,21,53,0,4,1,80,6.6,RUSSIA,0,S. KURIL ISLANDS,43.2,147.9,86,1,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,2,26,18,10,48.7,4,1,74,7.6,JAPAN,0,SEIKAIDO,31.6,131.8,85,0.65,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,1,0,2,170,3,0,0
1961,3,18,0,0,0,2,1,0,0,SOLOMON ISLANDS,0,"HONIARA, GUADALCANAL",-9.43,159.95,82,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1961,5,23,2,45,0,3,1,0,6.5,TURKEY,0,ASIA MINOR,36.7,28.5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,6,6,0,0,0,1,9,0,0,ITALY,0,AEGEAN SEA,0,0,50,0.9,0,-0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,6,16,10,31,57.3,0,2,120,6.5,COLOMBIA,0,NORTHEASTERN,8.9,-73.4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,7,18,14,4,0,4,1,60,6.6,JAPAN,0,RYUKYU ISLANDS,29.6,131.8,85,0.2,0,-2.3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,7,23,21,51,10.5,3,1,45,7.3,VANUATU,0,VANUATU ISLANDS,-18.421,168.411,82,0.9,0,0,-0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1961,8,1,5,39,54.4,2,1,25,6.4,SOLOMON ISLANDS,0,SOLOMON SEA,-9.849,160.614,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,8,11,15,51,0,4,1,80,7,JAPAN,0,SE. HOKKAIDO ISLAND,42.9,145.6,85,0.1,0,-3.3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,10,18,16,51,57,1,1,15,6.5,CHILE,0,CENTRAL CHILE,-36.7,-73,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1961,11,15,7,17,0,4,1,60,6.9,JAPAN,0,SE. HOKKAIDO ISLAND,42.7,145.7,85,0.1,0,-3.3,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,1,11,5,5,0,3,1,33,6.1,CROATIA,0,DALMATIAN COASTS,43.3,17.1,50,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,3,12,11,40,12.2,3,1,30,6.8,COSTA RICA,0,COSTA RICA-PANAMA,8.1,-82.9,88,0.1,0,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1962,4,12,0,52,43,4,1,25,7.2,JAPAN,0,SANRIKU,38.073,142.741,85,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,4,23,5,58,0,4,1,60,7,JAPAN,0,SE. HOKKAIDO ISLAND,42.2,143.9,85,0.1,0,-3.3,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,5,11,14,11,54.1,4,1,40,7,MEXICO,0,S. MEXICO,17.2,-99.6,88,0.81,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,2,0,2,0,0
1962,5,19,14,58,15,3,1,33,7.2,MEXICO,0,S. MEXICO,17.2,-99.5,88,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,16,1,0,2,0,2,0,0
1962,5,21,12,21,0,2,1,60,5.7,JAPAN,0,OFF COAST OF HONSHU ISLAND,41.8,142.4,85,0.1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,5,28,22,57,47,1,1,0,4.5,GREECE,0,NORTH AEGEAN SEA,39.8,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,12,21,8,42,43,1,1,33,6.5,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",52.47,-168.54,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,2,7,19,28,0,4,8,0,0,GREECE,0,CORINTH GULF,38.31,22.02,50,6,0,0,5,0,2,1,12,1,0,0,0,1,0,1,0,0,2,1,0,0,12,1,0,1,0,1,0,0
1963,2,13,8,50,4.5,4,1,47,7.3,TAIWAN,0,E. TAIWAN-RYUKYU ISLANDS,24.4,122.1,84,0.2,0,-2.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,18,1,0,2,0,2,0,0
1963,3,28,10,0,0,3,0,0,0,CANADA,BC,"GRAHAM ISLAND, BRITISH COLUMBIA",54,-132.25,88,5.5,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
1963,3,30,0,0,0,2,6,0,0,INDONESIA,0,LESSER SUNDA: BALI: AGUNG VOLCANO,8.342,115.508,83,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,4,0,0,624,3,0,0,0,0,0,0
1963,9,18,0,0,0,4,1,0,6.1,TURKEY,0,MARMARA SEA,40.75,29,50,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,7,1,163,3
1963,9,24,16,30,16,2,1,75,7,PERU,0,CENTRAL PERU,-10.385,-78.022,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2
1963,10,9,21,39,0,0,8,0,0,ITALY,0,"VAJONT DAM, VAJONT RIVER",46.267,12.329,50,235,0,0,0,0,2000,4,0,0,0,0,0,3,0,3,0,3,2000,4,0,0,0,0,0,3,0,3,0,3
1963,10,12,11,27,0.2,4,1,48,7.1,RUSSIA,0,S. KURIL ISLANDS,44.426,149.272,86,0.12,0,-3.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,10,13,5,17,53.4,4,1,13,8.5,RUSSIA,0,S. KURIL ISLANDS,44.772,149.798,86,4.5,0,2.3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,10,20,0,53,10.9,4,1,28,7.9,RUSSIA,0,S. KURIL ISLANDS,44.772,150.563,86,15,0,3.9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,12,16,1,51,31,2,1,64,6.6,INDONESIA,0,JAVA,-6.4,105.4,60,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1963,12,18,0,30,0,2,1,46,7.2,TONGA,0,TONGA TRENCH,-24.8,-176.6,81,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,3,20,16,0,0,2,0,0,0,USA,AK,"GULF OF ALASKA, AK",0,0,87,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,3,28,3,36,14,4,3,33,9.2,USA,AK,"PRINCE WILLIAM SOUND, AK",61.017,-147.648,87,67.1,0,6.1,3.5,0,124,3,0,0,0,0,116,4,0,3,0,0,139,3,0,0,0,0,400,4,0,3,0,0
1964,4,2,1,11,51,3,3,100,7,INDONESIA,0,OFF NORTHWEST COAST OF INDONESIA,5.8,95.4,60,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
1964,5,7,7,58,0,4,1,30,6.9,JAPAN,0,NW. HONSHU ISLAND,40.3,139,85,0.6,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
1964,5,7,20,13,0,3,1,0,6.6,JAPAN,0,NW. HONSHU ISLAND,40.4,139,85,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,5,19,0,0,0,3,8,0,0,USA,NY,"LONG ISLAND, NY",40.8,-73.1,75,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,6,16,4,1,44.3,4,1,40,7.5,JAPAN,0,NW. HONSHU ISLAND,38.65,139.2,85,5.8,0,2.7,2,0,26,1,450,3,0,0,80,4,1960,4,0,0,26,1,0,0,450,3,80,4,2250,4,0,0
1964,7,24,8,12,39,4,1,15,6.8,RUSSIA,0,S. KURIL ISLANDS,47.159,153.876,86,0.08,0,-3.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,11,17,8,15,39.3,3,1,45,7.6,PAPUA NEW GUINEA,0,NEW BRITAIN,-5.7,150.7,82,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1964,12,10,15,11,7.6,4,1,40,6.3,JAPAN,0,NW. HONSHU ISLAND,40.4,138.9,85,0.1,0,-3.3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,1,24,0,11,12.1,4,1,6,7.6,INDONESIA,0,SANANA ISLAND,-2.4,126.1,83,0,0,2,2,0,71,2,0,0,0,0,0,4,3000,4,0,0,71,2,0,0,0,0,0,2,3000,4,0,0
1965,2,4,5,1,21.6,4,1,36,8.7,USA,AK,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",51.29,178.55,87,10.7,0,3.3,2.5,0,0,0,0,0,0,0,0.01,1,0,0,0,0,0,0,0,0,0,0,0.01,1,0,0,0,0
1965,2,19,0,0,0,0,7,0,0,CHILE,0,SOUTHERN CHILE,-41.755,-72.396,89,60,0,0,0,0,27,1,0,0,0,0,0,3,0,3,0,0,27,1,0,0,0,0,0,3,0,3,0,0
1965,2,23,22,11,46,1,1,36,7,CHILE,0,NORTHERN CHILE,-25.67,-70.63,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,3,9,17,57,53.7,3,1,18,6.3,GREECE,0,AEGEAN SEA,39.4,24,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,253,3,8,3,0,3,0,0
1965,3,22,22,56,28,1,1,58,6,CHILE,0,CENTRAL CHILE,-31.81,-71.26,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,3,30,2,27,3.4,4,1,20,7.6,USA,AK,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",50.32,177.93,87,0.1,0,-2.3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,4,19,23,42,0,-1,1,36,6,JAPAN,0,AICHI PREFECTURE,34.9,139,85,0.1,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,6,11,3,34,2,4,1,0,7.2,RUSSIA,0,S. KURIL ISLANDS,44.7,148.7,86,0.1,0,-3.3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1965,7,2,20,58,38.1,4,1,40,6.5,USA,AK,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",53.03,-167.55,87,0.08,0,-3.3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1965,7,6,3,18,42.7,1,3,18,6.3,GREECE,0,NORTH CORINTH GULF,38.267,22.3,50,0,0,4.3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,1,0,2,0,0,0,0
1965,8,11,22,31,45.9,4,1,13,7,VANUATU,0,VANUATU ISLANDS,-15.8,167.2,82,7,0,2.8,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
1965,8,13,12,40,32,2,1,33,7.3,VANUATU,0,VANUATU ISLANDS,-15.9,166.8,82,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1965,8,23,19,46,2.9,4,1,0,7.8,MEXICO,0,MEXICO,16.3,-95.8,88,0.4,0,-1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1
1965,9,28,0,0,0,4,6,0,0,PHILIPPINES,0,"TAAL, LUZON ISLAND",14.002,120.993,84,4.7,0,0,0,0,355,3,0,0,0,0,0,0,0,0,0,0,355,3,0,0,0,0,0,1,0,1,0,0
1965,10,3,16,14,56,2,1,28,6.5,CHILE,0,SOUTHERN CHILE,-42.9,-75.13,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,3,12,16,31,21.8,3,1,48,7.6,TAIWAN,0,E. TAIWAN-RYUKYU ISLANDS,24.1,122.6,84,0.1,0,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,11,1,0,2,0,2,0,0
1966,5,8,0,0,0,4,8,0,0,NORWAY,0,EASTERN NORWAY,59.6,10.633,73,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,6,15,0,59,42.7,3,1,31,7.1,SOLOMON ISLANDS,0,SOLOMON ISLANDS,-10.343,160.883,82,0.2,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,7,12,18,53,0,4,1,0,5.5,RUSSIA,0,BLACK SEA,44.75,37,40,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,10,17,21,41,56,4,1,38,8.1,PERU,0,CENTRAL PERU,-10.748,-78.638,89,3,0,-1,1.5,0,0,0,0,0,0,0,2,2,0,3,0,0,110,3,0,0,3000,4,35,4,0,3,0,0
1966,11,28,0,0,0,1,0,0,0,SOLOMON ISLANDS,0,"MOHAWK BAY, SANTA CRUZ ISLANDS",-10.28,166.23,82,0,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,12,28,8,18,7.4,4,1,47,7.8,CHILE,0,NORTHERN CHILE,-25.5,-70.7,89,0.42,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,1,0.4,1,0,3,0,0
1966,12,31,18,23,11.1,4,1,83,7.8,SOLOMON ISLANDS,0,SANTA CRUZ ISLANDS,-11.893,166.445,82,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,12,31,22,15,16.6,4,1,23,7.2,SOLOMON ISLANDS,0,SANTA CRUZ ISLANDS,-12.334,166.684,82,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1966,0,0,0,0,0,3,6,0,0,SOLOMON ISLANDS,0,"TINAKULA, SANTA CRUZ ISLANDS",-10.38,165.8,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,3,19,4,1,38.5,1,1,38,7,RUSSIA,0,S. KURIL ISLANDS,45.53,151.11,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,4,11,5,9,12.1,3,1,33,5.5,INDONESIA,0,MAKASSAR STRAIT,-3.7,119.3,83,0,0,1.6,1,0,13,1,0,0,0,0,0,1,0,1,0,0,71,2,0,0,100,2,0,2,0,2,0,0
1967,4,12,4,51,50.2,3,1,100,6.1,INDONESIA,0,NORTHEAST SUMATRA,5.5,97.3,60,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,3,2000,4,0,0
1967,7,29,23,59,58.7,4,1,10,6.5,VENEZUELA,0,CARACAS,10.6,-67.3,74,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,3,0,0,1536,3,140,4,0,0,0,0
1967,8,13,22,15,10,4,1,30,6.4,PAPUA NEW GUINEA,0,BISMARCK SEA,-4.4,152.5,82,0.1,0,-3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,9,3,0,0,0,2,1,40,7,PERU,0,CENTRAL PERU,-10.6,-79.8,89,2,0,1,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,11,15,21,31,54,1,1,35,5.9,CHILE,0,NORTHERN CHILE,-28.78,-71.19,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,12,4,0,0,0,1,6,0,0,ANTARCTICA,0,"TELEPHONE BAY, DECEPCION ISLAND",-63,-60.5,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,12,4,0,0,0,0,9,0,0,USA TERRITORY,PR,NORTHERN COAST OF PUERTO RICO,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,2,80,2,0,0,0,0,0,0,0,0,0,2,80,2,0,0
1967,12,21,2,25,23,3,1,33,7.5,CHILE,0,NORTHERN CHILE,-21.7,-69.5,89,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,2,0,0
1968,1,29,10,19,7.2,4,1,40,7.3,RUSSIA,0,S. KURIL ISLANDS,43.586,146.701,86,0.18,0,-1.7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,2,19,22,45,45.7,4,1,15,7.2,GREECE,0,"LEMNOS ISLAND, NORTH AEGEAN SEA",39.368,24.957,50,1.2,0,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,18,1,0.6,1,500,3,1951,4
